ID товара,Название,Автор,Цикл,Том,Категория,Подкатегории,Издательство,Серия,Год издания,Возрастные ограничения,Переводчик,Художник,Цена,Цена со скидкой,Рейтинг,Кол-во оценок,ISBN,Аннотация,Отрывок,Обложка,Кол-во страниц,Тип обложки,Формат,Вес,Тираж,Наличие на сайте,Поступит в продажу,Наличие в магазинах,Наличие в местных магазинах,Карта
2943421,Малыши,Андронова Н.,-,-,Детская художественная литература,Стихи и песни,Издание книг ком,-,2022,0+,-,-,900,900,0.0,0,978-5-907446-76-2,"Поэтесса Наташа Андронова с особой чуткостью относится к детям и их пониманию окружающего мира, поэтому темы стихотворений так разнообразны и близки юным читателям. В сборник «Малыши» вошли стихи про природу и насекомых, про дружбу и семью, про праздники и времена года. Шутливые и добрые, весёлые и озорные, по настроению созвучные с классическими стихотворениями Агнии Барто. Они легко запоминаются, радуют близкими и понятными детям сюжетами.",-,https://img-gorod.ru/29/434/2943421_detail.jpg,88,Твердая бумажная,21.8 x 15.3 x 1.2,260,123,Нет в наличии,-,-,-,-
2925211,Волк и семеро козлят,Изотова Е.Н.,-,-,Детская художественная литература,Сказки,Сказ,Моя любимая книжка,2019,-,-,Михайленко Л.,109,109,0.0,0,978-985-563-636-7,"Красочно иллюстрированную книгу серии ""Моя любимая книжка"" вошла сказка ""Волк и семеро козлят"".",-,https://img-gorod.ru/29/252/2925211_detail.jpg,-,Мягкая бумажная,23 x 17 x 0.1,40,3000,Нет в наличии,-,-,-,-
2925215,Дважды два = четыре,Топелиус З.,-,-,Детская художественная литература,Сказки,Сказ,Моя любимая книжка,2014,-,-,Остахов К.,97,97,0.0,0,978-985-563-135-5,"Красочно иллюстрированную книгу серии ""Моя любимая книжка"" вошла сказка ""Дважды два = четыре"".",-,https://img-gorod.ru/29/252/2925215_detail.jpg,-,Мягкая бумажная,19.5 x 17 x 0.1,30,10000,Нет в наличии,-,-,-,-
2925221,Колобок,Ушинский К.Д.,-,-,Детская художественная литература,Сказки,Сказ,Моя любимая книжка,2019,0+,-,Остахов К.,121,121,0.0,0,978-985-563-638-1,"Красочно иллюстрированную книгу серии ""Моя любимая книжка"" вошла сказка ""Колобок"".",-,https://img-gorod.ru/29/252/2925221_detail.jpg,-,Мягкая бумажная,23 x 17 x 0.1,40,3000,Нет в наличии,-,-,-,-
2925222,Кот в сапогах,Перро Ш.,-,-,Детская художественная литература,Сказки,Сказ,Моя любимая книжка,2016,0+,-,Михайленко Л.,97,97,0.0,0,978-985-563-329-8,Знаменитая сказка Шарля Перро издана отдельной книжкой. Богато иллюстрирована красочными рисунками.,-,https://img-gorod.ru/29/252/2925222_detail.jpg,-,Мягкая бумажная,19.5 x 17 x 0.1,30,5000,Нет в наличии,-,-,-,-
2925281,Раскраска малышам. Арбуз,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,73,73,0.0,0,978-985-563-529-2,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925281_detail.jpg,-,Мягкая бумажная,14.2 x 17.3 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925286,Раскраска малышам. Парашют,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2016,-,-,-,73,73,0.0,0,978-985-563-324-3,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925286_detail.jpg,-,Мягкая бумажная,17.2 x 14.3 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925294,Стихи. Слоненок,Полещенкова Е.,-,-,Детская художественная литература,Стихи и песни,Сказ,Моя любимая книжка,202014,0+,-,Остахов К.,97,97,0.0,0,978-985-563-179-9,"В красочно иллюстрированную книгу серии ""Моя любимая книжка"" вошли стихи.",-,https://img-gorod.ru/29/252/2925294_detail.jpg,-,Мягкая бумажная,0.02 x 19.5 x 17,20,10000,Нет в наличии,-,-,-,-
2925189,Аппликация. Вишенки,Изотова Е.Н.,-,-,Детское творчество и досуг,Поделки и модели из бумаги. Аппликация. Оригами,Сказ,Аппликация,2021,0+,-,-,109,109,0.0,0,978-985-563-712-8,"Аппликация развивает аккуратность, абстрактное и пространственное мышление, координацию, мелкую моторику рук, художественные способности, прививает любовь к труду и творчеству.",-,https://img-gorod.ru/29/251/2925189_detail.jpg,-,Мягкая бумажная,20.8 x 17 x 0.2,30,2000,Нет в наличии,-,-,-,-
2925204,Аппликация. Самолет,Изотова Е.Н.,-,-,Детское творчество и досуг,Поделки и модели из бумаги. Аппликация. Оригами,Сказ,Аппликация,2021,0+,-,-,109,109,0.0,0,978-985-563-721-0,"Аппликация развивает аккуратность, абстрактное и пространственное мышление, координацию, мелкую моторику рук, художественные способности, прививает любовь к труду и творчеству.",-,https://img-gorod.ru/29/252/2925204_detail.jpg,-,Мягкая бумажная,20.8 x 17 x 0.2,30,2000,Нет в наличии,-,-,-,-
2925208,Безопасность,Чистякова М.Б.,-,-,Детская художественная литература,Стихи и песни,Сказ,Радуга,2017,0+,-,-,103,103,0.0,0,978-985-563-384-7,"Вашему вниманию предлагаются стихи Марии Чистяковой ""Безопасность""",-,https://img-gorod.ru/29/252/2925208_detail.jpg,-,Мягкая бумажная,21 x 17.3 x 0.2,40,5000,Нет в наличии,-,-,-,-
2925269,Панда,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,97,97,0.0,0,978-985-563-542-1,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925269_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925271,Помощники,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2014,-,-,Починская О.,97,97,0.0,0,978-985-563-171-3,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925271_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,10000,Нет в наличии,-,-,-,-
2925277,Машинки,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,97,97,0.0,0,978-985-563-647-3,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925277_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925278,Самолеты,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,97,97,0.0,0,978-985-563-648-0,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925278_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925280,Транспорт,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,97,97,0.0,0,978-985-563-534-6,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925280_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925282,Игрушки. Мишка,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,97,97,0.0,0,978-985-563-537-7,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925282_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
2925283,Игрушки. Собачка,Изотова Е.Н.,-,-,Детская художественная литература,Раскраски,Сказ,Раскраска малышам,2018,0+,-,-,109,109,0.0,0,978-985-563-538-4,Вашему вниманию предлагается книжка-раскраска,-,https://img-gorod.ru/29/252/2925283_detail.jpg,-,Мягкая бумажная,19.5 x 16.8 x 0.1,20,5000,Нет в наличии,-,-,-,-
328185,Р Первая раскраска по образцу Олененок,-,-,-,Детская художественная литература,Раскраски,Кристалл Бук,"Учимся играя, готовимся к школе",2016,-,-,-,29,29,0.0,0,978-966-936-123-3,"Для развития ребенка раскраска подходит как нельзя лучше. Книжки-раскраски научат вашего ребенка быть внимательным, аккуратным и усидчивым. Более того, именно раскраски развивают мелкую моторику рук детей. Все изображения в раскраске крупные, без мелких деталей, образы в раскраске конкретны и легко узнаваемы, они симпатичные, добрые, интересные. Для детей дошкольного возраста.",-,https://img-gorod.ru/32/818/328185_detail.jpg,-,Мягкая бумажная,21.5 x 16.5 x 0.1,30,3500,Нет в наличии,-,-,-,-
2938140,Предназначение и сила русского орнамента. Волшебная книга-раскраска для детей и взрослых,Качаева М.,-,-,Детская художественная литература,Раскраски,Традиция,-,2018,-,-,-,672,672,0.0,0,978-5-9500688-4-3,"В книге-раскраске историка-этнографа Качаевой М.А. собраны для раскрашивания прорисовки народных текстильных узоров, применяемых для! украшения полотенец и женского костюма. Узоры предлагаются к раскрашиванию в определённой последовательности, оказывающей развивающее воздействие при их выполнении. Большинство узоров взято с женской свадебной одежды, где они использовались для обеспечения продолжения рода. Приводятся описания и объяснения узоров, а так же список значений наиболее часто встречающихся элементов узора. Раскраска будет полезна детям, беременным женщинам, детям с нарушениями развития, для занятий арт-терапией.",-,https://img-gorod.ru/29/381/2938140_detail.jpg,48,Мягкая бумажная,30 x 21 x 0.5,240,1000,Нет в наличии,-,-,-,-
2938967,Санька и Сонька,Костюк М.,-,-,Детская художественная литература,"Проза для детей. Повести, рассказы",Аквилегия-М,-,2022,0+,-,-,806,806,5.0,1,978-5-907377-41-7,"Знаете ли вы, что стрекоза считается самым прожорливым насекомым на Земле? А почему божья коровка так называется? Видели, как танцует пчёлка? Как устроен муравейник? Где у червяка зубы? Как охотится лягушка? Это и многое другое вам расскажут девочка Санька и её подружка кошка Сонька. Небольшие познавательные истории наверняка будут интересны не только детям, но и взрослым. Для дошкольного и младшего школьного возраста.",-,https://img-gorod.ru/29/389/2938967_detail.jpg,64,Мягкая бумажная,25 x 20.3 x 0.9,310,3000,Нет в наличии,-,-,-,-
2937454,Дорога сказок,Савенкова Ф.,-,-,Детская художественная литература,Сказки,RUGRAM_Publishing,-,2022,6+,-,-,809,809,2.0,1,978-5-517-08808-6,"«Ёжик надежды».           I Наводнение разлучило его с семьей. Он едва не погиб. Найдя верных друзей и настоящих врагов, и прошел с ними через многое. Он перевернул этот мир с ног на голову благодаря своей мечте. Он — ёжик надежды. «Мир, которого нет».                                                          Без разницы куда и зачем ползут улитки. Без разницы, взрослый ты или ребенок. Главное, быть собой и не бояться помогать тем, кто слабее и нуждается в твоей помощи. Даже если окружающие не понимают зачем все это нужно и из-за своего непонимания пытаются сделать тебя таким же, как они. «Глициния и кошка». Весной, когда я проснулась, моей кошки рядом не было. Но я верю, что она обязательно вернется, ведь у кошек девять жизней. В каком бы обличье она ни предстала передо мной, она всегда будет самой прекрасной кошкой на свете, исполняющей самые прекрасные колыбельные, способные убаюкать бога.",-,https://img-gorod.ru/29/374/2937454_detail.jpg,142,Твердая бумажная,21.7 x 15.4 x 1.3,280,-,Нет в наличии,-,-,-,-
2938530,Школа юного инженера. Книга по техническому творчеству для детей и взрослых,Галатонова Т.,-,-,Детское творчество и досуг,Другие виды творчества,КТК Галактика,Стань инженером,2022,-,-,-,2114,2114,4.0,1,978-5-6047562-2-5,"У вас в руках вторая книга Галатоновой Татьяны, учителя технологии из Нижнего Новгорода. Первая книга этой серии называется ""Стань инженером"". Обе эти книги помогут вам познавать мир через простые инженерные поделки (мастерилки). Разделы книги: Изобретено в России, Балансиры, Гибкая передача, Рычажные механизмы, Кривошипные механизмы, Механизмы с гидравлическим приводом, Разное. В каждом разделе несколько поделок (мастерилок). Вы узнаете название каждой мастерилки, а также найдете ее краткое описание и область применения, фото конечного результата, QR код, ведущий на видеоролик, список материалов и инструментов, подробную схему - инструкцию сборки. Все инструкции в книге позволяют юному инженеру вносить изменения в конструкцию в зависимости от наличия материалов, инструментов или видения конструкции маленьким автором. Именно это необходимо для развития мышления и творческих способностей. Для родителей и педагогов эта книга станет своеобразным методическим пособием, ведущим, подсказывающим, направляющим.",-,https://img-gorod.ru/29/385/2938530_detail.jpg,136,-,30.5 x 21.7 x 1.8,920,-,Нет в наличии,-,-,-,-
